,blog_id,url,user,date,text,sentiment,toxicity
0,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,1,2019-01-01,Brian Jean is certainly the best leader the UCP never had,0.607143,0.15763621
1,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,Blogger,2019-01-01,The logic of this is unassailable DJC,0.0,0.14030099
2,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,2,2019-01-01,I am all in for recycling I tote bottles cans cardboard even my coffee pods dutifully and dedicatedly But this is too much so stop burning bales in the graveyards to exhume the dead,0.0,0.28037348
3,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,2,2019-01-01,DAVID Happy New Year You are a treasure to many of us,0.490152,0.013271133
4,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,3,2019-01-01,Like a Swami trained at the elbow of Jimmy the Greek  Im going to go out on a limb right here right now I find it hard to believe that Brian Jean didnt remain closely connected to some former party members in some capacity given Kenneys polarizing and divisive nature With inside United Conservative Party information internal polling data its very likely he senses Kenneys personal approval ratings vs Rachel Notleys is telling a much different story on the ground than the one foisted on unsuspecting Albertans by those aggravating mendacious online winaprize polls we see published in all the Postmedia products and elsewhere Brian Jean is nothing if not cagey An election slip by Jason Kenney could conceivably pave the way for a rousing return to respectability amongst UCP members for Jean Now wouldnt that be a kick in the old activists pants,0.043615,0.22020394
5,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,4,2019-01-01,I will be doing advocacy work to help return prosperity to Canada to fight for the principles that led to Confederation One fresh membership in the Wildrose Party for anyone who can explain what this means,0.3,0.13109554
6,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,5,2019-01-01,I have no idea what it means but I can almost guarantee it wasnt written by Brian Jean I would guess it was written by a committee in Calgary,0.0,0.031195203
7,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,6,2019-01-01,Alberta Cons cant seem to get out of eachothers way for trying,0.0,0.12263032
8,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,5,2019-01-01,Another possibility is the behindthescenes leaders of the UCP have determined Brian Jean may still have some influence with former Wildrosers and want to get him out front campaigning for the UCP team They know their shady nomination tactics are being revealed and hurting their brand Also the Alberta Advantage Party became an official electoral party recently and the leaders former builders of the Wildrose Party stated last year they intended to run ordinary Albertans in every riding They admited they felt betrayed by Smith then Jean and claimed none of their candidates would be current or former politicians Maybe the UCP is getting a little worried about yet another rightwing party taking away some of their votes and wants Brian Jean to reassure some of those diehard Wildrosers By the way Happy New Year David and thank you for all you do,0.040246,0.10407797
9,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,7,2019-01-01,I will vote for the party that has as its platform to open Alberta for Business law and order family values reduce rural crime be environmental friendly increase health spending build more schools prudent public spending reduce the deficit etc Of course only if there are some specific measures even among two or three of them,0.125,0.1213536
10,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,8,2019-01-02,Mr Brett your list is interesting given the way politics are done here Open for Business law  order family values  reducing rural crime are all policy positions normally associated with conservative parties environmental friendliness increasing health spending  building more schools with more progressive parties Prudent public spending is simply good governance which should be a priority regardless of party label but reducing the deficit is also normally a conservative platform plankalthough rarely exercised when Cons are in power with their focus on tax cuts That said the current NDP government has initiated a number of reasonable measure on rural crime and family values are also a progressive issue if you expand the definition of family beyond husband wife  22 children As for the deficit the Notley governments plan seems to be largely to grow our way to a balanced budget wherein government revenues increase and spending decreases both gradually as a result of increasing economic activity  employment Whether it works or not is still to be determinedearly indications are that it was for a while but may have faltered in the current quarterbut thats the plan,0.213393,0.056286633
11,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,9,2019-01-01,Several weeks ago Mr Jean was interviewed on some CBC TV news program or other and sounded like a nonetoobright raving loony Id never heard him before so was interested in what he had to say on this phone interview He talked over the interviewers questions and showed the same deep understanding of equalization that all Alberta Conservatives repeat as mantra A mantra not rooted in reality but with Kenney pressing the Im an alien dictator from Proxima Centauri button and Notley occupying the former PC positions on oil well the right have had to come up with something anything Raving and talking over an interviewer like Mr Jeans with general rabid foaming at the mouth seems like the current plan The CBC host couldnt wait to end the interview being of the mild type the Corporation uses to replace senior reporters on vacation it was obviously painful for her Personally I havent heard any senior NS politician even those from the backwoods appear quite as lacking in basic logic or awareness as Mr Jean  I felt sorry for him for the impression he left viewers and the uncomfortableness he obviously caused the host As the Brits would have said back in the day  Weve got a right one ere lads Deary me it was a poor showing and the man seemed oblivious of the mores of basic social interaction and courtesy all while appearing none too bright,0.001501,0.30986065
12,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,10,2019-01-02,Had a call from Pantheon Research the other day They were doing a bit of voter choice questions seemed to be a lot of Alberta Party questions One question asked was something like Would you vote for the Alberta Party lead by Brian Jean I found this very interesting Thanks for the interesting and informative posts,0.30625,0.038545758
13,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,7,2019-01-02,I would not vote for Brian Jean One reasonhe refused to stand up to those far right wing folks in Wild Rose whilst he was the leader I expect a leader to lead and to do what is best for Alberta and Albertans Not bow to wishes of a few who may hold sway in some way over the party,0.314286,0.07489679
14,312,https://albertapolitics.ca/2019/01/happy-new-year-whats-brian-jean-up-to-is-the-former-wildrose-leader-plotting-a-comeback/,11,2019-01-02,I get the sense that Jean has a feeling all is not right in Kenney UCP land and is getting ready to pounce at the right moment I suspect Kenney has alienated a number of former Wildrosers and probably some current UCPers with his disdain for the grassroots and at times heavy handed and arrogant style Perhaps Jean may find a Callaway type person to lead the attack on Kenney so he can keep his hands relatively clean If so that sure would be karma,0.12619,0.27757853
15,311,https://albertapolitics.ca/2019/01/not-a-lot-of-light-between-ucp-and-alberta-party-ministry-of-truth-schemes-or-for-that-matter-the-ndp-approach/,12,2019-01-03,Excellent post but one minor correction You refer to The Economist as the international magazine for people who wish they were rich I believe a more accurate description would be the international magazine for smart people who wish they were rich and rich people who wish they were smart,0.309416,0.021062573
16,311,https://albertapolitics.ca/2019/01/not-a-lot-of-light-between-ucp-and-alberta-party-ministry-of-truth-schemes-or-for-that-matter-the-ndp-approach/,Blogger,2019-01-03,I will use that description the next time I mention the Economist DJC,0.0,0.16421963
17,311,https://albertapolitics.ca/2019/01/not-a-lot-of-light-between-ucp-and-alberta-party-ministry-of-truth-schemes-or-for-that-matter-the-ndp-approach/,13,2019-01-03,I certainly agree that trying to push people to accept your point of view does not work and comes across as arrogant and turns people off I do however disagree with your belief that Harper should have called for a carbon tax so the world would love Canadian oil Since the imposition of the NDPs climate leadership plan I see no difference in opposition to Alberta oil in fact I would say there is more opposition today than there was 3 years ago I will certainly admit that I have no solution either You believe if Rachel Notley changed the name of the party she leads she could win easily My problem with the NDP is this belief that more government is always the solution and private industry cant be trusted changing the name wont change the outlook An example of this was when Trudeau bought the Trans Mountain pipeline David you commentedI am doing this from memory that you felt that government would do a much better job of building the pipeline than private industry Today you comment it is time for government to pick some economic winners My thought is government decisions are made to slowly as they cannot be made by one person or without a great deal of consultation by then the opportunity is lost What government needs to do is create an environment where businesses want to invest not an environment where the government is doing all the investing Enjoy your day,0.354422,0.1404
18,311,https://albertapolitics.ca/2019/01/not-a-lot-of-light-between-ucp-and-alberta-party-ministry-of-truth-schemes-or-for-that-matter-the-ndp-approach/,Blogger,2019-01-03,If the government wants to not only pick economic winners but run them itself Im good with that But I suspect the public wouldnt be thanks to 30 years of conditioning by neoliberal propaganda That said my comment about the name of the NDP is not a suggestion that Premier Notley change it but an observation of wonderment at the fact a government so cautious and conservative in its instincts is constantly excoriated as crazy Marxist radicals by a bunch of crazy marketfundamentalist radicals There can be only one explanation for this and thats the name DJC,0.0,0.40386438
19,311,https://albertapolitics.ca/2019/01/not-a-lot-of-light-between-ucp-and-alberta-party-ministry-of-truth-schemes-or-for-that-matter-the-ndp-approach/,1,2019-01-03,Inspired by Mr Kenneys Ministry of Truth philosophy I see the same group of truckers that intentionally held up traffic on the QE2 and other locations and annoyed their supporters in the process is now planning to pull the same stunt on the road from here to Ottawa Lets build our support in Manitoba and Ontario by ticking the people off You can bet a less friendly media will be sure to highlight the negative impact the slowed traffic caused something our local media didnt really cover Really the whole thing reminds me of the boy complaining to his teacher I dont understand it I beat up every kid in the class twice and still nobody likes me,0.040278,0.34090534
